DATE|TITLE|DESCRIPTION|CHANGE|LEVEL
2021-04-08 19:19:00|Exclusive: French health body to say mRNA vaccine should be used as second dose after AstraZeneca|France's top health body will on Friday say that recipients of a first dose of AstraZeneca's traditional COVID-19 vaccine who are under 55 should get a second shot with a new-style messenger-RNA vaccine, two sources aware of the plans said on Thursday.|-7.734130629377667e-06|0.0
2021-04-08 18:52:00|Italy PM Draghi appeals for elderly to get vaccine priority|Italian Prime Minister Mario Draghi said on Thursday vaccines should for now on only be given to the elderly and appealed to regional governments and individuals not to flout his guidelines.|-0.00023193604751459151|-1.0
2021-04-08 18:20:00|Illumina CEO says GRAIL deal is good for competition|The chief executive of life sciences company Illumina argued Thursday his company's deal to buy back GRAIL would lead to cheaper cancer tests rather than potentially pushing up prices as the government alleged in seeking to block the $7.1 billion transaction.|-6.185484267107189e-05|0.0
2021-04-08 17:48:00|Portugal will only use AstraZenca shots for over-60s|Portugal will from now on recommend the AstraZeneca COVID-19 vaccine only for people aged over 60, the health authority DGS said on Thursday, amid concerns over possible links between the shot and very rare cases of blood clots.|0.00019327555681525332|1.0
2021-04-08 17:45:00|Netherlands limits use of AstraZeneca vaccine to people over 60|The Dutch government will limit use of the AstraZeneca COVID-19 vaccine to people above age 60 following rare cases of blood clots, Health Minister Hugo de Jonge said on Thursday.|-0.0002859106591397431|-1.0
2021-04-08 17:39:00|Britain reassures on AstraZeneca after advising under-30s take other vaccines|British officials and ministers sought to shore up confidence in AstraZeneca's COVID-19 vaccine on Thursday, saying advice that most people under 30 should be offered alternative shots was not unusual and would not impact the pace of rollout.|-0.0005717155935115459|-2.0
2021-04-08 17:11:00|Spain to vaccinate 60-69 year olds with AstraZeneca shot, government says|Spain will continue vaccinating 60 to 65 year olds with AstraZeneca's coronavirus shot before proceeding to the next priority group of 66 to 69 year olds, the Health Ministry said on Thursday.|0.00013131675078881244|0.0
2021-04-08 15:39:00|Vaccine reaches descendants of runaway slaves as COVID-19 ravages Brazil|A ray of hope reached a community descended from runaway slaves outside Rio de Janeiro this week as it received its first doses of COVID-19 vaccine after a long fight for recognition at a time when Brazil has become the epicenter of the coronavirus pandemic.|-3.861123123727328e-05|0.0
2021-04-08 15:11:00|India's Modi rejects calls to widen vaccination to younger people|Prime Minister Narendra Modi on Thursday said India will have to keep COVID-19 vaccinations for certain age groups, despite calls from many states to extend the shots to younger people.|-0.0007253254924363128|-2.0
2021-04-08 14:09:00|AstraZeneca woes grow as Australia, Philippines, African Union curb COVID-19 shots|Australia and the Philippines limited use of AstraZeneca's COVID-19 vaccine on Thursday, while the African Union dropped plans to buy the shot amid global shortages, dealing further blows to the company's hopes to deliver a vaccine for the world.|-0.0009878677188982499|-3.0
2021-04-08 14:05:00|Ecuador's Moreno names sixth health minister amid pandemic fallout|Ecuador's president on Thursday appointed the country's sixth health minister in four years after firing his predecessor after just weeks on the job following complaints that COVID-19 vaccination efforts had left elderly people waiting in line for hours.|-0.0008413156001475519|-3.0
2021-04-07 19:29:00|Italy recommends AstraZeneca COVID vaccine only for over-60s|Italy will from now on recommend the AstraZeneca COVID-19 vaccine only for people over aged 60, the country's top health adviser said after the European regulator found possible links between the vaccine and rare cases of blood clots.|-0.0006371258162246596|-2.0
2021-04-07 19:05:00|Exclusive: Germany wants to buy Sputnik COVID vaccine if approved by EU, source says|Germany is about to start bilateral negotiations with Russia to obtain its Sputnik V COVID-19 vaccine, a source told Reuters on Wednesday, adding that any final agreement depended on Russia providing key data to the European Medicines Agency (EMA).|0.00040427901717099424|1.0
2021-04-07 18:42:00|Brazil judge suspends drug patent extensions, move may lower COVID-19 treatment costs|A Brazilian Supreme Court judge on Wednesday suspended extensions of drug patents in the country, a preliminary decision that could lower costs for drugs critical to treating COVID-19 patients at the expense of pharmaceutical firms.|-0.0003264088342103122|-1.0
2021-04-07 18:32:00|Mexican private doctors say they've been left out of COVID-19 vaccine rollout|Mexico's private healthcare personnel are protesting being left out of the government's COVID-19 vaccine rollout, just as the country braces for a potential third wave of infections.|-3.885668101977213e-05|0.0
2021-04-07 18:24:00|Venezuelan mayor marks homes of COVID patients with red symbol|A mayor in central Venezuela has begun placing red warning symbols on the homes of people with COVID-19 and also threatened to cut welfare handouts for those breaking quarantine.|-0.00041947618186954916|-1.0
2021-04-07 18:21:00|Ontario issues stay-at-home order, closes most stores as COVID-19 cases rise|Ontario on Thursday will begin a four-week stay-at-home order and close in-store shopping for non-essential retailers, Premier Doug Ford said on Wednesday, as the Canadian province battles a surge of COVID-19 cases.|-0.00046595065579690953|-1.0
2021-04-07 18:02:00|Oxford says identification of blood clots linked to vaccine shows safety system works|Oxford University on Wednesday said that the identification of rare blood clots that might be linked to its COVID-19 vaccine showed safety systems worked, emphasising that British and European regulators had found its benefits outweigh the risks.|0.000334279131472659|1.0
2021-04-07 17:24:00|AstraZeneca to flag possible blood clot side-effect of COVID-19 vaccine on labelling|AstraZeneca on Wednesday said it was working with European and British regulators to change the product information on its COVID-19 shot after authorities said they suspected possible brain blood clots were a rare side-effect of the shot.|-0.00020972505766003735|-1.0
2021-04-07 16:54:00|Madrid residents line up for AstraZeneca shot despite blood clot link|Madrid residents were broadly confident about AstraZeneca's coronavirus shot on Wednesday despite European and British regulators finding a potential link between the vaccine and rare brain blood clots.|3.8844002486548845e-05|0.0
2021-04-07 16:03:00|Greece to open high schools as home-testing campaign begins|Greece will open high schools next week despite a record number of daily new cases recently, officials said on Wednesday, as the government began mass distribution of home-testing kits it hopes will help control the pandemic and reopen the economy.|6.980808878109812e-05|0.0
2021-04-07 15:29:00|Nine in 10 Spaniards would use digital health passes to travel, survey shows|Nine out of 10 Spaniards would use digital health passports to travel, a survey showed on Tuesday, while seven in 10 would store their health data digitally if it meant faster passage through airports and fewer in-person interactions.|-0.00028674838160980265|-1.0
2021-04-07 15:25:00|Nowhere as worrisome for COVID-19 infections as South America, Brazil concerning: PAHO|South America is the most worrying region for COVID-19 infections, as cases mount in nearly every country, the director of the Pan American Health Organization (PAHO) said on Wednesday.|-0.0006429771865049672|-2.0
2021-04-07 15:18:00|Brazil detects first case of South African variant, grave shortage looms as death toll soars|Brazil has recorded its first confirmed case of the highly contagious coronavirus variant discovered in South Africa, a fresh danger sign for a country already ravaged by the world's worst daily death toll and scrambling to make space for burials.|-0.0008982151237277858|-3.0
2021-04-07 15:08:00|Scientists call for new probe into COVID-19 origins - with or without China|A joint China-World Health Organization (WHO) study into COVID-19 has provided no credible answers about how the pandemic began, and more rigorous investigations are required - with or without Beijing's involvement, a group of international scientists and researchers said...|-0.0007118704699138334|-2.0
2021-04-07 15:02:00|"Causal link between AstraZeneca shot and clots ""plausible but not confirmed"": WHO"|"The World Health Organization's advisory vaccine safety panel said on Wednesday a causal link between the AstraZeneca COVID-19 vaccine and rare cases of blood clots with low platelets is ""considered plausible but is not confirmed""."|-0.0005647925051358582|-2.0
2021-04-07 14:46:00|EU regulator finds link between AstraZeneca vaccine and blood clots|Europe's drug regulator on Wednesday found a possible link between AstraZeneca's COVID-19 vaccine and rare blood clots in adults who had received the inoculation.|-6.96119379290927e-05|0.0
2021-04-07 14:34:00|German vaccine experts: No risks in vaccine switch after first Astra dose|Germany's vaccine advisory committee sees no disadvantages or risks from giving younger recipients of AstraZeneca's COVID-19 vaccine a second dose of an alternative shot, two of its members said on Wednesday.|-6.963848254482041e-05|0.0
2021-04-07 14:26:00|EU health ministers fail to agree common guidance on AstraZeneca shot|European Union health ministers failed on Wednesday to agree a common guidance on the use of the AstraZeneca COVID-19 vaccine, despite calls for coordination across member states to combat public hesitancy over taking the shot.|0.0011852838567556478|3.0
2021-04-07 14:15:00|UK vaccine body: Keep going with second doses of AstraZeneca vaccine|People in Britain who have received their first dose of the AstraZeneca COVID-19 vaccine should continue to be offered their second dose, despite a change in guidance over administering the shot to younger citizens, health officials said.|-0.0008827356117140361|-3.0
2021-04-07 14:04:00|Women under 60 face higher risk of rare clotting after AstraZeneca shot - German official|Instances of a very rare clotting condition in women aged under 60 who received AstraZeneca's COVID-19 vaccine were 20 times higher than would normally be expected, Christian Bogdan, a member of Germany's vaccine committee, said on Wednesday.|-0.0008200969583460616|-2.0
2021-04-07 13:53:00|EU drug regulator says up to countries to decide how to handle AstraZeneca|European countries should make their own decisions about how to handle the risk of rare blood clots from AstraZeneca's COVID-19 vaccine, based on prevailing infection rates and the availability of alternative vaccines, the EU drugs regulator said on Wednesday.|-0.00037883479591716007|-1.0
2021-04-07 13:39:00|Britain advises alternative to Oxford/AstraZeneca COVID-19 vaccine for under-30s|"Britain should give an alternative to Oxford/AstraZeneca's COVID-19 vaccine to under 30s where possible due to a ""vanishingly"" rare side effect of blood clots in the brain, Britain's vaccine advisory committee said on Wednesday."|0.00034774276310711727|1.0
2021-04-07 13:36:00|Regions in Spain tighten COVID-19 measures as cases creep up|Authorities in several Spanish regions ratcheted up COVID-19 restrictions on Wednesday to rein in a rising infection rate and prevent it from evolving into a fourth wave of contagion.|0.0019273192294291253|4.0
2021-04-06 18:50:00|Brazil's Bolsonaro speaks to Russia's Putin about Sputnik vaccine|Brazil's President Jair Bolsonaro spoke with Russian President Vladimir Putin by telephone on Tuesday about buying and domestically manufacturing the Sputnik V COVID-19 vaccine, Bolsonaro's office said.|0.0001849412260646055|1.0
2021-04-06 18:05:00|Toronto cancels in-person schools as variant-driven cases rise|The city of Toronto is cancelling in-person learning as of Wednesday for its 247,000 students, causing Canada's largest school district to return to remote classes as COVID-19 cases rise nationally.|-0.0004154867985382005|-1.0
2021-04-06 17:22:00|Canada's hospitals deploy artificial lungs, scramble for staff as COVID-19 hits younger patients|Younger Canadians are bearing the brunt of the nation's latest COVID-19 surge, creating growing demand for artificial lungs and a struggle to maintain staffing in critical care units as hospitals make last-ditch efforts to save patients.|-0.0002923346468760579|-1.0
2021-04-06 17:09:00|France's COVID-19 hospitalisations at a near five-month high|France's hospital system is under heavy pressure from the pandemic, with the number of people treated in intensive care units for COVID-19 at the highest in almost a year, even though the country has just entered its third lockdown.|-0.001006631563392868|-3.0
2021-04-06 16:43:00|Carnival says not taking stance on mandatory COVID-19 vaccinations for travelers|Carnival Corp, the world's largest cruise operator, is currently not taking a position on mandatory COVID-19 vaccinations for passengers before traveling, a company spokesman told Reuters on Tuesday.|-0.00017662821349140323|-1.0
2021-04-06 14:32:00|Hungary to start reopening after reaching 2.5 million inoculations: PM Orban|Hungary's businesses and services will begin reopening, as it has vaccinated more than a quarter of its 10 million people with at least a first shot, Prime Minister Viktor Orban said on Tuesday.|-0.0006378089806536869|-2.0
2021-04-06 14:22:00|WHO says AstraZeneca benefits outweigh risks; assessing latest data|The World Health Organization expects there will be no reason to change its assessment that the benefits of the AstraZeneca vaccine against COVID-19 outweigh any risks, its regulatory director said on Tuesday.|0.0021331321151103477|5.0
2021-04-06 14:12:00|Czech government to reopen some schools, lift curfew next week|The Czech government has approved its first loosening of coronavirus curbs this year, including the re-opening of lower grades of elementary schools and selected shops, ministers said on Tuesday.|0.0015193699187550092|4.0
2021-04-06 13:43:00|It's a 'travesty' that some nations are unable to start COVID-19 vaccinations: WHO|It is a travesty that some countries still have not had enough access to vaccines to begin inoculating health workers and the most vulnerable people against COVID-19, the head of the World Health Organization said on Tuesday.|0.0005945670774150091|2.0
2021-04-05 19:43:00|Novavax starts allowing participants on placebo to get COVID-19 vaccine in trials|Novavax Inc said on Monday participants in its ongoing COVID-19 vaccine trials in South Africa and the UK can now receive additional shots, ensuring those who received a placebo can also get the active vaccine.|0.0009179266263974473|3.0
2021-04-05 19:00:00|WHO wins dismissal of lawsuit in New York over pandemic response|A U.S. judge has dismissed a lawsuit by residents of a suburban New York City county who accused the World Health Organization of gross negligence in responding to the coronavirus pandemic.|-0.001027273059066247|-3.0
2021-04-05 18:19:00|Vaccinating adults appears to protect children around them; bar opening event linked to 46 COVID-19 cases|The following is a roundup of some of the latest scientific studies on the novel coronavirus and efforts to find treatments and vaccines for COVID-19, the illness caused by the virus.|0.00017745267472357718|1.0
2021-04-05 17:58:00|Biden administration names coordinator for U.S. vaccine diplomacy worldwide|The Biden administration on Monday named a coordinator to lead U.S. COVID-19 vaccine diplomacy globally as it sought to assure countries seeking more supplies from Washington that it was moving as fast as possible.|0.00012348451250798753|0.0
2021-04-05 17:36:00|UK health regulator may restrict AstraZeneca shot for younger people, Channel 4 says|Britain's health regulator is considering a proposal to restrict the use of the Oxford-AstraZeneca vaccine in younger people over concerns about very rare blood clots, Channel 4 News reported on Monday.|-0.0004936405822051348|-2.0
2021-04-05 16:38:00|Spain's COVID rate jumps, vaccine deliveries speed up|Spain's rising coronavirus infection rate is accelerating, official data showed on Monday, as authorities took delivery of the largest batch of vaccines to date.|-0.00031576362224428056|-1.0
2021-04-05 14:41:00|Bangkok to close 196 nightlife venues amid new coronavirus cluster|Thailand's capital Bangkok will close 196 entertainment venues for two weeks, the city's governor said on Monday, following a new surge in coronavirus cases.|0.0009176364143810289|3.0
2021-04-05 14:37:00|Venezuela doctors and scientists urge COVID-19 vaccination progress as cases spike|Venezuela's main academies of medicine and science on Monday urged renewed efforts to vaccinate the South American nation's population against the coronavirus amid a spike in infections that has led the government to extend lockdown measures.|0.000794575257625274|2.0
2021-04-05 14:34:00|Pfizer says working on new COVID-19 vaccine supply deal to Israel|Pfizer said on Monday it was working on a new deal to supply COVID-19 vaccines to Israel after an initial supply agreement forged in late 2020 has ended.|-0.0009635693693441638|-3.0
2021-04-01 19:18:00|EU countries agree to share 'solidarity vaccines' with states in need|Most European Union member states on Thursday agreed to share part of their upcoming vaccine deliveries with the five EU countries they said need them most.|-0.00012417163431632794|0.0
2021-04-01 19:10:00|COVID-19 landing in Canada despite pre-flight testing|More than 1,000 air passengers arrived in Canada infected with COVID-19 over a recent four-week period despite obligatory pre-departure testing, according to federal data that cast doubt on any broad easing of restrictions before the summer travel season.|-0.0005585595674677535|-2.0
2021-04-01 18:52:00|German experts say under 60s should not get second AstraZeneca vaccine|Germany's vaccine commission, known as STIKO, recommended on Thursday that people under 60-years old who have had a first shot of AstraZeneca's COVID-19 vaccine should receive a different product for their second dose.|-8.53282945886269e-05|0.0
2021-04-01 18:48:00|Sao Paulo exhumes old graves to make space for surging COVID-19 burials|Brazil's biggest city on Thursday sped up efforts to empty old graves, making room for a soaring number of COVID-19 deaths as Sao Paulo city hall registered record daily burials this week.|-0.0009068992900975736|-3.0
2021-04-01 17:08:00|France reports 50,659 new COVID-19 cases over 24 hours|France reported 50,659 new coronavirus cases on Thursday, against 59,038 on Wednesday and 45,641 reported on Thursday a week ago, Health Ministry data showed.|-0.0006036732401573097|-2.0
2021-04-01 17:06:00|Ontario to enter third COVID-19 lockdown as cases, hospital rates rise|The Canadian province of Ontario will enter lockdown for at least four weeks on Saturday as COVID-19 cases and hospital intensive care unit occupancy rises, Premier Doug Ford said on Thursday.|-0.0006424048859491327|-2.0
2021-04-01 16:51:00|Europe recasts COVID-19 vaccine playbook after first-round flop|Europe, under fire for fumbling its vaccine roll-out and fighting a fresh wave of infections, is scrambling to speed up the pace of injections and avoid being left further behind by Britain and the United States.|-0.000479593925488242|-2.0
2021-04-01 16:08:00|Turkey's new daily COVID-19 cases exceed 40,000, highest level yet - ministry|Turkey recorded 40,806 new coronavirus cases in the last 24 hours, health ministry data showed on Thursday, the highest level since the beginning of the pandemic.|-0.0010276936088663424|-3.0
2021-04-01 15:50:00|"Brazil faces ""very serious situation"" in pandemic: WHO"|A number of states in Brazil are in critical condition and hospitals are overwhelmed by the COVID-19 pandemic, World Health Organization epidemiologist Maria van Kerkhove told a briefing on Thursday.|-7.728990671374003e-05|0.0
2021-04-01 15:34:00|Follow-up probe of virus origins expected - WHO's Tedros|Experts examining the origins of the coronavirus first identified in China will follow up on an initial report released this week but details are still not set, World Health Organization Director-General Tedros Adhanom Ghebreyesus told a news conference on Thursday.|-0.0010040625916563073|-3.0
2021-04-01 15:30:00|Italy reports 501 coronavirus deaths on Thursday, 23,649 new cases|Italy reported 501 coronavirus-related deaths on Thursday against 467 the day before, the health ministry said, while the daily tally of new infections decreased to 23,649 from 23,904.|-0.000965332962586607|-3.0
2021-04-01 15:08:00|COVAX COVID-19 vaccine facility faces shortfall in supply: WHO|"The COVAX facility to distribute COVID-19 vaccines to poorer countries faces a ""serious challenge"" to meet demand, WHO Director-General Tedros Adhanom Ghebreyesus told a news conference on Thursday."|0.0008262101965130775|2.0
2021-04-01 15:06:00|National mission: Chile hits 1 million COVID cases, slams doors|Chile closed its borders and tightened an already strict lockdown further on Thursday to slow the spread of the coronavirus and stop the influx of contagious new variants as cases climbed past 1 million despite one of the world's fastest vaccination rates.|0.00048629118867316024|1.0
2021-04-01 14:31:00|UK reports 51 new COVID deaths, 4,479 new cases|The United Kingdom reported 51 new COVID-19 deaths on Thursday, taking the seven-day total to 320, a drop of 38.5% compared with the previous seven-day period, official data showed.|0.001772075403931428|4.0
2021-04-01 14:08:00|Macron's 'Waterloo'? French president comes under attack for lockdown U-turn|French President Emmanuel Macron's order for a third COVID-19 lockdown, having insisted for weeks on keeping the country open against the advice of scientists, has exposed him to criticism from rivals with an eye on next year's election.|0.0014964720173451518|4.0
2021-03-31 18:58:00|Turkey logs highest new daily COVID-19 cases since beginning of pandemic: ministry|Turkey has recorded 39,302 new coronavirus cases in the space of 24 hours, the highest level since the beginning of the pandemic, health ministry data showed on Wednesday.|-3.084673163145091e-05|0.0
2021-03-31 18:04:00|Nearby provinces follow Vienna in extending Easter lockdown: governor|Two provinces that are introducing a coronavirus lockdown over Easter along with Vienna will follow the Austrian capital in extending their restrictions by five days until Sunday, April 11, the governor of one of them said on Wednesday.|0.00016191828639455785|0.0
2021-03-31 18:01:00|Italy makes COVID-19 vaccine mandatory for all health workers|All health workers in Italy must have coronavirus jabs, the government said on Wednesday, in a potentially controversial move aimed at protecting vulnerable patients and pushing back against 'no-vax' sentiment.|0.00020820965878498576|1.0
2021-03-31 17:30:00|Macron orders COVID-19 lockdown across all of France, closes schools|President Emmanuel Macron on Wednesday ordered France into its third national lockdown and said schools would close for three weeks as he sought to push back a third wave of COVID-19 infections that threatens to overwhelm hospitals.|0.0004318123141475727|1.0
2021-03-31 17:23:00|Greece eases some curbs to relieve pandemic fatigue, shops to reopen|Greece will ease some COVID-19 lockdown curbs to relieve peoples' fatigue with protracted restrictions, allowing small retail shops to reopen, authorities said on Wednesday as the surge of COVID-19 infections continues.|6.93813337111493e-05|0.0
2021-03-31 17:03:00|Belgium orders hospitals to save more beds for COVID-19 patients|Belgian hospitals have been ordered to reserve 60% of their intensive care beds for COVID-19 patients as a third wave of infections takes hold, doctors said on Wednesday.|-5.3975725766819416e-05|0.0
2021-03-31 15:48:00|Coronavirus surge could be worse than the last for the Americas: PAHO|Countries in the Americas could see a worse surge in coronavirus cases than the previous surge last year, with Brazil, Uruguay and Cuba already suffering more, the Pan American Health Organization (PAHO) said on Wednesday.|0.00023941915472502906|1.0
2021-03-31 15:23:00|Finnish prime minister withdraws COVID-19 lockdown proposal deemed unconstitutional|The Finnish government is holding talks about how to restrict the spread of COVID-19, Prime Minister Sanna Marin tweeted on Wednesday after withdrawing a lockdown proposal from parliament.|3.096388724754817e-05|0.0
2021-03-31 15:22:00|'Falling like flies': Hungary's Roma community pleads for COVID help|Coronavirus infections are ravaging Hungary's 700,000-strong Roma community, according to personal accounts that suggest multiple deaths in single families are common in an unchecked outbreak fuelled by deep distrust of authorities.|-6.967028832782773e-05|0.0
2021-03-31 15:06:00|Nigeria aims to get 70 million J&J COVID-19 vaccines through African Union|Nigeria hopes to receive up to 70 million doses of the Johnson & Johnson COVID-19 vaccine this year through the African Union (AU), its primary healthcare chief told Reuters, amid concerns about delayed deliveries of AstraZeneca shots.|-0.000812002165338721|-2.0
2021-03-30 19:07:00|WTO Director-General plans event on COVID-19 vaccine scarcity|"The World Trade Organization's head said on Tuesday that she plans to convene an event in mid-April on ramping up COVID-19 vaccine production amid what she called ""very serious scarcity in supply""."|-0.000667629386277846|-2.0
2021-03-30 18:36:00|Turkey logs highest new coronavirus cases since beginning of pandemic|Turkey has recorded 37,303 new coronavirus cases in the space of 24 hours, the highest number since the beginning of the pandemic more than a year ago, health ministry data showed on Tuesday.|-0.00014759695053190303|0.0
2021-03-30 18:04:00|Venezuela receives doses of Russian EpiVacCorona vaccine for trials|Russia has supplied Venezuela with doses of EpiVacCorona to be used as part of trials of the Russian coronavirus vaccine candidate, officials said on Tuesday.|0.00022537231377972589|1.0
2021-03-30 17:16:00|Germany decides AstraZeneca vaccine can be used for over 60s, document shows|German federal and state health ministries agreed that from Wednesday AstraZeneca's COVID-19 vaccine can be used for people aged 60 and older following further reports of a rare brain blood disorder, a document on their agreement showed.|0.0008167138545280839|2.0
2021-03-30 17:11:00|Ireland to require additional COVID test from passengers on arrival|Ireland is to require arriving passengers to take a COVID-19 test on arrival in addition to one taken in the days before traveling, Deputy Prime Minister Leo Varadkar said on Tuesday.|0.0007624500795897493|2.0
2021-03-30 17:08:00|France reports 2021 high of 5,072 people in intensive care with COVID-19|France's health ministry said on Tuesday that the number of people in intensive care units (ICUs) with COVID-19 increased by 98 to 5,072 people, the highest this year.|0.0004590440047920197|1.0
2021-03-30 16:44:00|Spain removes age limit on AstraZeneca vaccine, to give J&J to over-66s: Cadena Ser radio|(Corrects headline to show removal of age limit refers to AstraZeneca vaccine, not J&J)|-0.0008932038834951195|-3.0
2021-03-30 16:21:00|White House urges for 'second stage' in WHO study of COVID-19 origins|The White House on Tuesday urged the World Health Organization to take additional steps to determine the origins of COVID-19 after a report on the issue failed to meet expectations of the United States and its allies.|0.0002799050822523963|1.0
2021-03-30 14:12:00|WHO mission leader says it's 'possible' COVID cases circulated before December 2019|"It is ""perfectly possible"" COVID-19 cases were circulating in November or October 2019 around Wuhan, China, the leader of a World Health Organization mission said on Tuesday, potentially leading to the disease spreading abroad earlier than documented, so far."|0.0021345715498590767|5.0
2021-03-30 13:56:00|Data withheld from WHO team probing COVID-19 origins in China: Tedros|(This March 30 story removes reference in 7th para to the European Union which did not sign that joint statement)|-0.002452959167158042|-5.0
2021-03-30 13:51:00|Ireland considering adding U.S., France, Germany to hotel quarantine list|The Irish government is considering health officials' advice to add more countries including the United States, Germany and France to a list of jurisdictions subject to mandatory hotel quarantine on arrival, Deputy Prime Minister Leo Varadkar said.|-0.0010642264854032746|-3.0
2021-03-30 13:46:00|Belgian university city hopes circles will encourage social distancing|The Belgian city of Ghent has struggled to persuade its large student population to stick to social distancing rules during the pandemic, but the authorities hope they have found a solution at least to keep outside gatherings under control.|0.0009090414967292126|3.0
2021-03-30 13:46:00|Mallorca ramps up COVID testing to meet German travel rules|Mallorca is scrambling to meet Germany's new requirement that its citizens on holiday there test negative for coronavirus before their return home, opening testing centres at the airport and in large hotels, and boosting lab capacity.|0.0009090414967292126|3.0
2021-03-30 13:41:00|COVID curbs having less impact at keeping Parisians at home: data|The French government's anti-COVID-19 measures are having half the impact in encouraging Parisians to stay at home as the restrictions in France's first lockdown, data shows, underscoring why epidemiologists say the curbs are too weak to stop a third wave of infection over-running...|-0.0005745073073873952|-2.0
2021-03-29 19:48:00|Brazil health minister seek deal for earlier delivery of 20 million U.S. vaccines|Brazilian Health Minister Marcelo Queiroga said on Monday that he was pushing Brazilian and U.S. diplomats to get an earlier delivery of 20 million doses of coronavirus vaccines from the United States to help slow the country's raging pandemic.|-0.0015734670871286882|-4.0
